train/0000001.jpg,0
train/0000002.jpg,3
train/0000003.jpg,1
train/0000005.jpg,3
train/0000006.jpg,3
train/0000007.jpg,2
train/0000008.jpg,0
train/0000010.jpg,1
train/0000011.jpg,1
train/0000012.jpg,2
train/0000013.jpg,3
train/0000014.jpg,2
train/0000016.jpg,3
train/0000017.jpg,1
train/0000019.jpg,0
train/0000020.jpg,1
train/0000022.jpg,0
train/0000023.jpg,2
train/0000024.jpg,2
train/0000025.jpg,2
train/0000026.jpg,3
train/0000029.jpg,2
train/0000030.jpg,2
train/0000031.jpg,1
train/0000032.jpg,2
train/0000033.jpg,0
train/0000034.jpg,2
train/0000035.jpg,0
train/0000037.jpg,3
train/0000038.jpg,0
train/0000039.jpg,2
train/0000040.jpg,3
train/0000041.jpg,1
train/0000042.jpg,0
train/0000043.jpg,0
train/0000045.jpg,3
train/0000046.jpg,0
train/0000047.jpg,3
train/0000048.jpg,0
train/0000050.jpg,3
train/0000051.jpg,0
train/0000052.jpg,2
train/0000054.jpg,1
train/0000055.jpg,1
train/0000056.jpg,1
train/0000058.jpg,0
train/0000061.jpg,0
train/0000062.jpg,2
train/0000063.jpg,3
train/0000065.jpg,0
train/0000066.jpg,1
train/0000067.jpg,1
train/0000068.jpg,2
train/0000070.jpg,2
train/0000071.jpg,2
train/0000074.jpg,2
train/0000076.jpg,2
train/0000077.jpg,1
train/0000083.jpg,2
train/0000084.jpg,1
train/0000085.jpg,1
train/0000086.jpg,1
train/0000088.jpg,3
train/0000089.jpg,2
train/0000090.jpg,0
train/0000092.jpg,1
train/0000093.jpg,1
train/0000094.jpg,0
train/0000095.jpg,2
train/0000096.jpg,1
train/0000097.jpg,3
train/0000098.jpg,3
train/0000099.jpg,0
train/0000100.jpg,1
train/0000101.jpg,1
train/0000102.jpg,3
train/0000103.jpg,0
train/0000105.jpg,3
train/0000106.jpg,1
train/0000108.jpg,0
train/0000109.jpg,0
train/0000110.jpg,2
train/0000111.jpg,1
train/0000113.jpg,1
train/0000116.jpg,0
train/0000117.jpg,1
train/0000118.jpg,2
train/0000121.jpg,0
train/0000122.jpg,3
train/0000123.jpg,0
train/0000124.jpg,2
train/0000126.jpg,3
train/0000127.jpg,0
train/0000129.jpg,2
train/0000131.jpg,1
train/0000132.jpg,1
train/0000133.jpg,3
train/0000134.jpg,2
train/0000136.jpg,0
train/0000137.jpg,2
train/0000138.jpg,0
train/0000139.jpg,3
train/0000140.jpg,0
train/0000143.jpg,2
